"Package","Item","Title","Rows","Cols","has_logical","has_binary","has_numeric","has_character","n_logical","n_binary","n_numeric","n_character","CSV","Doc"
"boot","calcium","Calcium Uptake Data",27,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/calcium.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/calcium.html'> DOC </a>"
"boot","cane","Sugar-cane Disease Data",180,5,FALSE,FALSE,TRUE,TRUE,0,0,3,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cane.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cane.html'> DOC </a>"
"boot","capability","Simulated Manufacturing Process Data",75,1,FALSE,FALSE,TRUE,TRUE,0,0,1,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/capability.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/capability.html'> DOC </a>"
"boot","catsM","Weight Data for Domestic Cats",97,3,FALSE,FALSE,TRUE,TRUE,0,0,2,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/catsM.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/catsM.html'> DOC </a>"
"boot","cav","Position of Muscle Caveolae",138,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cav.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cav.html'> DOC </a>"
"boot","cd4","CD4 Counts for HIV-Positive Patients",20,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cd4.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cd4.html'> DOC </a>"
"boot","channing","Channing House Data",462,5,FALSE,TRUE,TRUE,TRUE,0,2,4,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/channing.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/channing.html'> DOC </a>"
"boot","city","Population of U.S. Cities",10,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/city.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/city.html'> DOC </a>"
"boot","claridge","Genetic Links to Left-handedness",37,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/claridge.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/claridge.html'> DOC </a>"
"boot","cloth","Number of Flaws in Cloth",32,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cloth.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cloth.html'> DOC </a>"
"boot","co.transfer","Carbon Monoxide Transfer",7,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/co.transfer.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/co.transfer.html'> DOC </a>"
"boot","coal","Dates of Coal Mining Disasters",191,1,FALSE,FALSE,TRUE,TRUE,0,0,1,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/coal.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/coal.html'> DOC </a>"
"boot","darwin","Darwin's Plant Height Differences",15,1,FALSE,FALSE,TRUE,TRUE,0,0,1,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/darwin.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/darwin.html'> DOC </a>"
"boot","dogs","Cardiac Data for Domestic Dogs",7,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/dogs.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/dogs.html'> DOC </a>"
"boot","downs.bc","Incidence of Down's Syndrome in British Columbia",30,3,FALSE,FALSE,TRUE,TRUE,0,0,3,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/downs.bc.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/downs.bc.html'> DOC </a>"
"boot","ducks","Behavioral and Plumage Characteristics of Hybrid Ducks",11,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/ducks.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/ducks.html'> DOC </a>"
"boot","fir","Counts of Balsam-fir Seedlings",50,3,FALSE,FALSE,TRUE,TRUE,0,0,3,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/fir.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/fir.html'> DOC </a>"
"boot","frets","Head Dimensions in Brothers",25,4,FALSE,FALSE,TRUE,TRUE,0,0,4,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/frets.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/frets.html'> DOC </a>"
"boot","grav","Acceleration Due to Gravity",26,2,FALSE,TRUE,TRUE,TRUE,0,1,1,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/grav.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/grav.html'> DOC </a>"
"boot","gravity","Acceleration Due to Gravity",81,2,FALSE,FALSE,TRUE,TRUE,0,0,1,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/gravity.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/gravity.html'> DOC </a>"
"boot","hirose","Failure Time of PET Film",44,3,FALSE,TRUE,TRUE,TRUE,0,1,3,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/hirose.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/hirose.html'> DOC </a>"
"boot","islay","Jura Quartzite Azimuths on Islay",18,1,FALSE,FALSE,TRUE,TRUE,0,0,1,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/islay.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/islay.html'> DOC </a>"
"boot","manaus","Average Heights of the Rio Negro river at Manaus",1080,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/manaus.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/manaus.html'> DOC </a>"
"boot","melanoma","Survival from Malignant Melanoma",205,7,FALSE,TRUE,TRUE,TRUE,0,2,7,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/melanoma.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/melanoma.html'> DOC </a>"
"boot","motor","Data from a Simulated Motorcycle Accident",94,4,FALSE,FALSE,TRUE,TRUE,0,0,4,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/motor.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/motor.html'> DOC </a>"
"boot","neuro","Neurophysiological Point Process Data",469,6,FALSE,FALSE,TRUE,TRUE,0,0,6,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/neuro.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/neuro.html'> DOC </a>"
"boot","nitrofen","Toxicity of Nitrofen in Aquatic Systems",50,5,FALSE,FALSE,TRUE,TRUE,0,0,5,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/nitrofen.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/nitrofen.html'> DOC </a>"
"boot","nodal","Nodal Involvement in Prostate Cancer",53,7,FALSE,TRUE,TRUE,TRUE,0,6,7,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/nodal.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/nodal.html'> DOC </a>"
"boot","nuclear","Nuclear Power Station Construction Data",32,11,FALSE,TRUE,TRUE,TRUE,0,5,11,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/nuclear.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/nuclear.html'> DOC </a>"
"boot","paulsen","Neurotransmission in Guinea Pig Brains",346,1,FALSE,FALSE,TRUE,TRUE,0,0,1,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/paulsen.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/paulsen.html'> DOC </a>"
"boot","poisons","Animal Survival Times",48,3,FALSE,FALSE,TRUE,TRUE,0,0,1,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/poisons.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/poisons.html'> DOC </a>"
"boot","polar","Pole Positions of New Caledonian Laterites",50,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/polar.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/polar.html'> DOC </a>"
"boot","remission","Cancer Remission and Cell Activity",27,3,FALSE,TRUE,TRUE,TRUE,0,1,3,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/remission.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/remission.html'> DOC </a>"
"boot","salinity","Water Salinity and River Discharge",28,4,FALSE,FALSE,TRUE,TRUE,0,0,4,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/salinity.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/salinity.html'> DOC </a>"
"boot","survival","Survival of Rats after Radiation Doses",14,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/survival.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/survival.html'> DOC </a>"
"boot","tau","Tau Particle Decay Modes",60,2,FALSE,FALSE,TRUE,TRUE,0,0,1,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/tau.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/tau.html'> DOC </a>"
"boot","tuna","Tuna Sighting Data",64,1,FALSE,FALSE,TRUE,TRUE,0,0,1,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/tuna.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/tuna.html'> DOC </a>"
"boot","urine","Urine Analysis Data",79,7,FALSE,TRUE,TRUE,TRUE,0,1,7,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/urine.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/urine.html'> DOC </a>"
"boot","wool","Australian Relative Wool Prices",309,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/wool.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/wool.html'> DOC </a>"
"carData","Adler","Experimenter Expectations",108,3,FALSE,TRUE,TRUE,TRUE,0,1,1,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Adler.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Adler.html'> DOC </a>"
"carData","AMSsurvey","American Math Society Survey Data",24,5,FALSE,TRUE,TRUE,TRUE,0,2,2,3,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/AMSsurvey.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/AMSsurvey.html'> DOC </a>"
"carData","Angell","Moral Integration of American Cities",43,4,FALSE,FALSE,TRUE,TRUE,0,0,3,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Angell.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Angell.html'> DOC </a>"
"carData","Anscombe","U. S. State Public-School Expenditures",51,4,FALSE,FALSE,TRUE,TRUE,0,0,4,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Anscombe.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Anscombe.html'> DOC </a>"
"carData","Arrests","Arrests for Marijuana Possession",5226,8,FALSE,TRUE,TRUE,TRUE,0,5,3,5,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Arrests.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Arrests.html'> DOC </a>"
"carData","Baumann","Methods of Teaching Reading Comprehension",66,6,FALSE,FALSE,TRUE,TRUE,0,0,5,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Baumann.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Baumann.html'> DOC </a>"
"carData","BEPS","British Election Panel Study",1525,10,FALSE,TRUE,TRUE,TRUE,0,1,8,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/BEPS.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/BEPS.html'> DOC </a>"
"carData","Bfox","Canadian Women's Labour-Force Participation",30,6,FALSE,FALSE,TRUE,TRUE,0,0,6,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Bfox.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Bfox.html'> DOC </a>"
"carData","Blackmore","Exercise Histories of Eating-Disordered and Control Subjects",945,4,FALSE,TRUE,TRUE,TRUE,0,1,2,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Blackmore.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Blackmore.html'> DOC </a>"
"carData","Burt","Fraudulent Data on IQs of Twins Raised Apart",27,3,FALSE,FALSE,TRUE,TRUE,0,0,2,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Burt.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Burt.html'> DOC </a>"
"carData","CanPop","Canadian Population Data",16,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/CanPop.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/CanPop.html'> DOC </a>"
"carData","CES11","2011 Canadian National Election Study, With Attitude Toward Abortion",2231,9,FALSE,TRUE,TRUE,TRUE,0,3,3,6,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/CES11.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/CES11.html'> DOC </a>"
"carData","Chile","Voting Intentions in the 1988 Chilean Plebiscite",2700,8,FALSE,TRUE,TRUE,TRUE,0,1,4,4,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Chile.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Chile.html'> DOC </a>"
"carData","Chirot","The 1907 Romanian Peasant Rebellion",32,5,FALSE,FALSE,TRUE,TRUE,0,0,5,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Chirot.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Chirot.html'> DOC </a>"
"carData","Cowles","Cowles and Davis's Data on Volunteering",1421,4,FALSE,TRUE,TRUE,TRUE,0,2,2,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Cowles.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Cowles.html'> DOC </a>"
"carData","Davis","Self-Reports of Height and Weight",200,5,FALSE,TRUE,TRUE,TRUE,0,1,4,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Davis.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Davis.html'> DOC </a>"
"carData","DavisThin","Davis's Data on Drive for Thinness",191,7,FALSE,FALSE,TRUE,TRUE,0,0,7,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/DavisThin.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/DavisThin.html'> DOC </a>"
"carData","Depredations","Minnesota Wolf Depredation Data",434,5,FALSE,FALSE,TRUE,TRUE,0,0,5,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Depredations.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Depredations.html'> DOC </a>"
"carData","Duncan","Duncan's Occupational Prestige Data",45,4,FALSE,FALSE,TRUE,TRUE,0,0,3,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Duncan.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Duncan.html'> DOC </a>"
"carData","Ericksen","The 1980 U.S. Census Undercount",66,9,FALSE,TRUE,TRUE,TRUE,0,1,8,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Ericksen.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Ericksen.html'> DOC </a>"
"carData","Florida","Florida County Voting",67,11,FALSE,FALSE,TRUE,TRUE,0,0,11,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Florida.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Florida.html'> DOC </a>"
"carData","Freedman","Crowding and Crime in U. S. Metropolitan Areas",110,4,FALSE,FALSE,TRUE,TRUE,0,0,4,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Freedman.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Freedman.html'> DOC </a>"
"carData","Friendly","Format Effects on Recall",30,2,FALSE,FALSE,TRUE,TRUE,0,0,1,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Friendly.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Friendly.html'> DOC </a>"
"carData","Ginzberg","Data on Depression",82,6,FALSE,FALSE,TRUE,TRUE,0,0,6,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Ginzberg.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Ginzberg.html'> DOC </a>"
"carData","Greene","Refugee Appeals",384,7,FALSE,TRUE,TRUE,TRUE,0,3,1,6,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Greene.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Greene.html'> DOC </a>"
"carData","GSSvocab","Data from the General Social Survey (GSS) from the National Opinion Research Center of the University of Chicago.",28867,8,FALSE,TRUE,TRUE,TRUE,0,2,3,5,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/GSSvocab.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/GSSvocab.html'> DOC </a>"
"carData","Guyer","Anonymity and Cooperation",20,3,FALSE,TRUE,TRUE,TRUE,0,2,1,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Guyer.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Guyer.html'> DOC </a>"
"carData","Hartnagel","Canadian Crime-Rates Time Series",38,8,FALSE,FALSE,TRUE,TRUE,0,0,8,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Hartnagel.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Hartnagel.html'> DOC </a>"
"carData","Highway1","Highway Accidents",39,12,FALSE,FALSE,TRUE,TRUE,0,0,11,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Highway1.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Highway1.html'> DOC </a>"
"carData","KosteckiDillon","Treatment of Migraine Headaches",4152,9,FALSE,TRUE,TRUE,TRUE,0,2,5,4,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/KosteckiDillon.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/KosteckiDillon.html'> DOC </a>"
"carData","Leinhardt","Data on Infant-Mortality",105,4,FALSE,TRUE,TRUE,TRUE,0,1,2,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Leinhardt.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Leinhardt.html'> DOC </a>"
"carData","LoBD","Cancer drug data use to provide an example of the use of the skew power distributions.",84,9,FALSE,FALSE,TRUE,TRUE,0,0,8,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/LoBD.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/LoBD.html'> DOC </a>"
"carData","Mandel","Contrived Collinear Data",8,3,FALSE,FALSE,TRUE,TRUE,0,0,3,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Mandel.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Mandel.html'> DOC </a>"
"carData","Migration","Canadian Interprovincial Migration Data",90,8,FALSE,FALSE,TRUE,TRUE,0,0,6,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Migration.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Migration.html'> DOC </a>"
"carData","Moore","Status, Authoritarianism, and Conformity",45,4,FALSE,TRUE,TRUE,TRUE,0,1,2,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Moore.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Moore.html'> DOC </a>"
"carData","MplsDemo","Minneapolis Demographic Data 2015, by Neighborhood",84,8,FALSE,FALSE,TRUE,TRUE,0,0,7,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/MplsDemo.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/MplsDemo.html'> DOC </a>"
